,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,acc_std,accuracy,comp_fn,epoch,k,loss,minibatch,mode,rep_fn,rule_world,test_rule,top_mode,updates,train_world,test_world
26,26,26.0,26.0,26.0,26.0,,,,,0.0,0.248,E-GAT,1900,0,3.911,40,test,GCN,rule_55,,test,0,hard,novel
27,27,27.0,27.0,27.0,27.0,,,,,0.0,0.375,RGCN,1900,0,3.767,40,test,GAT,rule_55,,test,0,hard,novel
28,28,28.0,28.0,28.0,28.0,,,,,0.0,0.214,RGCN,1900,0,4.9030000000000005,40,test,Param,rule_55,,test,0,hard,novel
29,29,29.0,29.0,29.0,29.0,,,,,0.0,0.345,RGCN,1900,0,5.489,40,test,GCN,rule_55,,test,0,hard,novel
30,30,30.0,30.0,30.0,,,,,,0.0,0.365,E-GAT,1900,0,2.702,40,test,GAT,rule_56,,test,0,hard,novel
31,31,31.0,31.0,31.0,,,,,,0.0,0.319,E-GAT,1900,0,3.547,40,test,Param,rule_56,,test,0,hard,novel
32,32,32.0,32.0,32.0,,,,,,0.0,0.36,E-GAT,1900,0,2.869,40,test,GCN,rule_56,,test,0,hard,novel
33,33,33.0,33.0,33.0,,,,,,0.0,0.389,RGCN,1900,0,3.478,40,test,GAT,rule_56,,test,0,hard,novel
34,34,34.0,34.0,34.0,,,,,,0.0,0.234,RGCN,1900,0,3.4530000000000003,40,test,Param,rule_56,,test,0,hard,novel
35,35,35.0,35.0,35.0,,,,,,0.0,0.374,RGCN,1900,0,4.142,40,test,GCN,rule_56,,test,0,hard,novel
36,36,36.0,36.0,,,,,,,0.0,0.447,E-GAT,1900,0,2.3,40,test,GAT,rule_54,,test,0,hard,novel
37,37,37.0,37.0,,,,,,,0.0,0.275,E-GAT,1900,0,2.853,40,test,Param,rule_54,,test,0,hard,novel
38,38,38.0,38.0,,,,,,,0.0,0.45799999999999996,E-GAT,1900,0,2.202,40,test,GCN,rule_54,,test,0,hard,novel
39,39,39.0,39.0,,,,,,,0.0,0.405,RGCN,1900,0,2.483,40,test,GAT,rule_54,,test,0,hard,novel
40,40,40.0,40.0,,,,,,,0.0,0.242,RGCN,1900,0,3.239,40,test,Param,rule_54,,test,0,hard,novel
41,41,41.0,41.0,,,,,,,0.0,0.39899999999999997,RGCN,1900,0,3.145,40,test,GCN,rule_54,,test,0,hard,novel
42,42,42.0,,,,,,,,0.0,0.281,E-GAT,1900,0,3.4810000000000003,40,test,GAT,rule_55,,test,0,hard,novel
43,43,43.0,,,,,,,,0.0,0.271,E-GAT,1900,0,3.833,40,test,Param,rule_55,,test,0,hard,novel
44,44,44.0,,,,,,,,0.0,0.248,E-GAT,1900,0,3.912,40,test,GCN,rule_55,,test,0,hard,novel
45,45,45.0,,,,,,,,0.0,0.375,RGCN,1900,0,3.766,40,test,GAT,rule_55,,test,0,hard,novel
46,46,46.0,,,,,,,,0.0,0.214,RGCN,1900,0,4.9030000000000005,40,test,Param,rule_55,,test,0,hard,novel
47,47,47.0,,,,,,,,0.0,0.345,RGCN,1900,0,5.489,40,test,GCN,rule_55,,test,0,hard,novel
48,48,,,,,,,,,0.0,0.364,E-GAT,1900,0,2.7030000000000003,40,test,GAT,rule_56,,test,0,hard,novel
49,49,,,,,,,,,0.0,0.319,E-GAT,1900,0,3.5469999999999997,40,test,Param,rule_56,,test,0,hard,novel
50,50,,,,,,,,,0.0,0.36,E-GAT,1900,0,2.8689999999999998,40,test,GCN,rule_56,,test,0,hard,novel
51,51,,,,,,,,,0.0,0.389,RGCN,1900,0,3.4819999999999998,40,test,GAT,rule_56,,test,0,hard,novel
52,52,,,,,,,,,0.0,0.23399999999999999,RGCN,1900,0,3.4530000000000003,40,test,Param,rule_56,,test,0,hard,novel
53,53,,,,,,,,,0.0,0.374,RGCN,1900,0,4.1419999999999995,40,test,GCN,rule_56,,test,0,hard,novel
